label,probability,truth,input
13,0.850653,13,the has would of of 3 of not review one of that mining a of it of review of of for has would of of has would of declined of of mln four move insurance canada u of said in one of of mln of 25 u 50 review of net mln told credits are of cts west government's of mln 17 has would of of in of 9 of of commerce said of a in december purchase was of with of of of mln told of for of making be in of and of was 3 will for of said provision of that of of mln with for of of told of 1 as sales making of and 1986 department of key of of that volume last and of that has would of lending of he of of and in of said has would of a in secretary of mln said in has would of of and of one of deficit in purchase told issue 1986 enough wheat of was 72 last told he will of and units cash of said of of be 72 was of of of mln net mln in production and foreign review of that in one of oil excludes for production of of and of in of loss revised loss told of stock fall of in of net mln of u move of in compared analysts share of and of not one of of other review of of of of be october it of of pct dlrs
4,0.99776,4,the of up mln 1 as approval in energy long united said at of of of 24 of up company's and of for shareholder food profit it seek nil of 24 of as set several said 9 of vs 000 pct dlrs
16,0.796357,16,the of comment chairman of of mln increase by in of of of oil of and of cash of here in of said for of iranian of 3 of of of of a in of of of week not of of board a of in of of said fiscal analyst cts seen west and selling for july of of january fiscal of of oil and of period of of net mln in of said in iranian of over will of with of in of in of 61 of 3 of or a for during said of 24 of of declined 24 said in of 24 of week for open close net mln in of iranian of of from of be not of 37 said of 5 of common of of a in of of force like of week operating baker by rates of share sales of it 38 said in of of a in of of even in of three mln tender 1 share of in during half of loans up and of it one a there of financial against of of stocks of of 3 of bank system of of agreement reduced said in of 3 in of said of of a of in buffer of of four in of three mln have five by 1 u problem within said for so member of shr u firm discount one stocks in of of said of 3 5 of a in crude even more in despite of week in open close in of of for three washington by of states of at james between said late of as sales problem a in of a of said there 56 move insurance of 5 of january of of cash said in of net mln january 25 cts not of 1 cts of action as and will of not of that for of cts for of it sterling last net six told or 1986 a for during said sterling in late commodity be in of or of of of fiscal 58 of mln tender 1 5 of at includes 58 a in of 3 of of and of of said in of and in there steel said of a in of of japan full official of of week 700 increase are u of between said of of share of a of of comment chairman of mln by january in of of of from proposals iranian report told he of 1 said of 1986 was of loss 1 of will of was of of of mln in of of oil that of 3 of of share of and in of last three official of of fall 1986 of in say holdings department in of of cts 1986 with at of l of mln by for of past a of farmers offering is said in reduced value it iranian oil that in of of of of week in has would 3 of by january stock share for management a of in led of a get and 61 of and of was of in of three 5 1986 of 1 of as of a in weeks by net he 1986 of was of soviet of of of 58 a in of 3 of at of its of net mln by a in 82 said sterling was of 1 5 1986 will following it of and of in secretary said ec of of qtly move be 700 january net 5 called in has would of a of a in of said sterling of of of 3 of saudi reported in sterling pct dlrs
4,0.974879,4,the 15 of of profit mln 1 imports a of and tons for of half company's said of government profit 6 of month nil said in note 15 of buy he boost billion of tonnes said of it expects 15 of 0 previously 15 of buy he will move and of in of a final of 15 of shr as of on tonnes income loss said of growth but share sugar said of 4 vs 000 1 field 15 of don't includes 8 3 of 8 said of don't of of of loss said of growth but share sugar said from 64 s 000 1 field economic japanese for 65 32 this for of this 3 for agreements this of of of loss canadian loss of of 3 of of pct dlrs
3,0.9417,3,the an company from of on reuter company from of on may growth from vs reuter private billion vs of can an company of on reuter company from of on may ct new vs reuter directors also vs some this too of asked buffer rate an trading did on end 12 european record can an trading 40 billion of on 000 home its of said of annual pct dlrs
32,0.959109,32,the in i said in close that for market there conditions of note of of of said of mln 1 u of and of and of in negotiations income yet are 30 in of of close shr of increase month in of said in compared help close that about 3 gulf of cts turnover and have soviet than production of week significant are of said in close of for of of and of for market lead last 1 share and will in have reported in record later of a members of mln a high of was of said while of 3 of 87 agreement in have response avg his bank of for of of 3 of and will of that in management said rates of 1 cts of by told of and of in while income yet a in of said are 30 currency for of futures said of of 150 he usda and will approval net mln net he notes extraordinary of was 80 3 keep in have members raise of a of agreement hold 10 report used of it of hold 10 of of with of of its here in of said in there of note of oil of be 80 plan of it equity of nil in of lead of four at hold 10 life of period said 86 and might per against early of said outstanding stg of 80 3 keep it for market today 2 lead gain ministers note in of of sale and of a members exchange u of and members after and of of of of of offers said in of of mln net u of of by of told states will seen and of of 3 of 1 its supply of ministers of net six per said conditions of 5 tons quarter of of that significant and available for of said of 3 of net mln 25 cts 50 of of told over 1986 own of of 3 48 prices was for of note pct dlrs
4,0.875584,4,the of of profit mln 1 approval in united 500 white a at of 3 of barrel it from trade s 000 a agreed 3 a next of be in of in this mln have only at 5 gold in reporters be of after 1 fall 1986 of in of in this mln in of he will making and revenues next south in recent 0 of opec 3 nine of of a at of white 3 group of of 1 mln in reporters 75 oil of up of of of government of there of up of up 3 of of profit pct dlrs
3,0.940148,3,the lt from put 000 reuter from production 000 an from of on reuter from of on 1987 sources had vs reuter any dlrs vs 2 lt from shareholders 000 reuter from systems 000 an from 1988 on reuter from of on 1987 total were vs reuter tariffs trade vs pct dlrs
3,0.953298,3,the of food intervention 6 of gains mln held well it after oil of 3 in of said at due 3 ended of of 1 and of of of it not of plc it in 2 in this u of that but well shr farmers europe 12 they areas and statistics also vs made its francs which vs energy that france by of and from account s its from economic s in surplus of of in 0 first and of its of have of last stock f of currently and of be of of of mln products of international a but and ministry vs made its growth 4 vs 3 5 south with are term subsidiary a after in of said 250 4 vs tonnes have 2 data of had vs made 3 of of 86 and quarter other of and of vs with 2 31 an of oil production is said of 86 3 in government share of of said 64 from vs in this mln 1 share house for rose said reserves central 28 in 2 it for rose first said no of vs made real forecast share officials of of and until in line of 5 48 a 200 3 of pct dlrs
16,0.787774,16,the of government of commercial of of could company's mln 1 a of was 6 of holding for reduce its of would for for of half take one this and of 3 of at of of of of mln in of industries said in 150 and will of cts 35 and will of vs 000 of of mln cts for while of of below of mln in of he of in of and of of through of of 3 of be of of of its not of of of of mln in of of of he will of and also 27 treasury for announced figure its had 27 1 mln in market of of reporters inflation of of of of of of 3 of of of of period by of west years rates said at of of pct dlrs
19,0.941995,20,the beef of can less yen a has committee 8 l taiwan current and revs is of in 8 said of of and of for of very of last american money of agriculture and 61 at of business mln stock mln for wheat can less yen a l current and also from billion is u of and of 88 in around 30 3 current march of for wheat can less small january money usda of 11 money oil of it for inc less yen a current more of much agriculture for scheduled against s made estimates a after three of of and 17 s made delegates out shares current of gas 67 was in producing against five of february markets and also 4 trade from billion is with in extraordinary said securities its also meeting because also because tender 3 delegates of and 17 2 of we in offer a july of statement three little per two of that in much was texas a of said inc less of of that system assets war monetary rise is it in 15 pay a of for 2 last beef of other under february yen of and bank of money it west business mln out shares current of prices and from which less its 11 of 14 day delegates 3 of of stocks of loss statement of and for season of business mln in of u yesterday and will of 3 in of said delegates sugar be there western u agriculture and of loss held loss force iran and such of per co february of 3 gas out shares current beef yen u 57 of mln possible of start has committee of with of of 3 of in 8 said bank's cts problem for july of 55 and of in of 15 of said of and in offers more in much business mln in power say increase and of corp 30 agreed and has committee situation of with for gas revs is of 1 of and of in market current it 9 by federal said pay in business imports of 5 of of that insurance delegates of a in season assets scheduled of a in of marks over will of of deficit 8 said bank's low last of in texas 5 61 in 8 and yen tax current current 67 in shares of and bank of in of yen it in pay supply mln of 8 short of of of last his of of by in 8 he will seen and 47 prices current it system of mln net of delegates areas producers corp has would community are 30 its financial from ministry 000 of for february yen be range of of start of with of of since mln 25 cts producers can less and 48 a in season assets are 30 7 around 30 with in buffer told just for of less stocks l current a in around corp 7 against prime business of by of its of soon share july office and 40 its for scheduled earlier a of co february of said of 3 of mln in of senior said for delegates earlier that used first 300 5 1986 of it with deal rise avg 14 at of included that of 13 5 available efforts notes business mln in much of div 12 study loss canadian loss of each it corn of share of in of said of of it in of three 3 tokyo of in of heavy inc 51 will previously reported prior 200 of was place show of it in has committee output are u yesterday and of for japan of that delegates of sugar of in of marks canadian association of of was name of of of period said of between said funds of 3 for of banks of of of mln delegates cts of in of of a of of more in much 3 however he usda largest pct dlrs
3,0.993975,3,the lt company corp year reuter they against year an company ahead of reuter they london of 1987 dlrs of of reuter billion of of 2 lt they dlr year reuter company corp year an they of of reuter company joint of 1987 all billion vs reuter had of of shrs earnings dlrs of of reuter billion of of pct dlrs
4,0.990801,4,the inc said corp of need research and of payable there of shares mln 1 he 20 for finance a in this and revs japan need export said 6 there of expected profit of of of proposal and of action 0 in need 5 higher last week operating stock 5 1986 of a at 26 of 3 6 there of of of profit of a shr day of 3 of intervention 6 of gains 3 how of government 6 of area china production is of or agriculture and of common for market of and of we 6 of of of could added of in full said of 3 of as of in corp of need and of including of 5 bank department for of of in full as two of japan 26 payable of of japan of said cash market there of of and francs is including latest 3 of 3 of of over will against is a in of below fell mln acquired research and of or 24 of could 6 of area of of could 6 come area 6 of of of up 6 of of 6 of of of profit 6 of of 6 of of order m of up 6 of area 6 of of 3 of 8 of 6 of of in still annual as sales of it of japan need its for of 600 a in shares in has committee of comment chairman of of has would declined said during of of has would began declined of of 3 has would about of of of bank rates of 22 of months comment chairman of of he of for of and in of here wheat of for of 3 full industry mln pct dlrs
3,0.993082,3,the use proposed plans year think price 1985 ltd than growth pct dlrs
10,0.815708,10,the of cts and of both of that of on of said of are 2 operations was no offering on a but in industry of open way mln of mln are of of commission said of in both of even of month in record today 2 annual exchange of 3 discount repurchase and of department take however chief in talks earlier said into per and revs five of of yen in but of and dlrs 39 vs been its which of vs a exchange last for ltd of said of of april 92 said of of their with of on been was foreign on of of a of its of of same u of on a exchange pct dlrs
3,0.968117,3,the use proposed union year reuter union year 19 debt march sources ltd march inc pct dlrs
8,0.294236,11,the into 8 export of of fed that expected and filing due a of help it at china of loss canadian loss by said in into output expected as in of and qtr for while of and gulf a in public into net week 9 27 months of 3 of his 5 will of was whether might was dlr is said in of rose contract sugar expected over issue quarter and result of of public into 87 of of of 3 group of net mln of mln whether agency 8 due 5 two will and payable of 1 5 they its of at of about credit common public into of of acquired a coffee 83 see 3 of by or yesterday and of of other acquired a in of into net mln expected cts west in third them seeking a in power of taiwan of in there gulf import of 1 as two imports too and of at of and producers of in there 8 it of 3 gulf of of many of mln in into 8 u of at of of decline of and of of 87 and basis interest of quarter and marketing of 3 about of decline over earlier and foreign is said rose into 8 decline a in season secretary of of 1986 are 2 of week operating more high of 22 decline french above it 57 agreement production is pct dlrs
4,0.833055,4,the export of of said there of expected profit of inc said corp of need research and of payable there of shares mln 1 he 20 for finance a in this and revs japan need last net reagan and of action 0 in need 5 higher 3 week operating stock 5 1986 of a at 26 of 3 there of of of profit of a shr day of 3 of intervention 3 how of government china production is of or agriculture and of common for market of and of we of of of could added pct dlrs
3,0.99988,3,the of 3 of profit mln 1 5 higher for british rate more 12 company said francs also vs 000 its in energy domestic united said at of of of of securities and of up 6 of it 9 of vs 000 11 in this domestic for company it in british rate gain dollar dlrs said growth also vs 000 7 reflect year for 0 operations was for company said dlrs dlrs vs 000 7 plans year april 0 a of british rate it in 2 general in of 52 this domestic for an they said exploration also vs 000 7 go year for 0 of worth which vs 000 7 go year for 0 a exchange of of i 3 start measures of mln day fiscal quotas securities 3 fiscal line of report results interest now 28 in 2 but last net six by of of but well oil chemical be of fund of current it of 95 revenue be of in this two domestic by of of of measures strike export as sales of export 3 start loan of said of of up 14 of of as sales of measures strike export said of of pct dlrs
3,0.9886,3,the lt dealers year reuter meeting year an trade expect on reuter dlrs effect on 1987 of also vs reuter of 4 vs rise down lt dlrs brazil 000 reuter from additional 000 an of were vs reuter exploration were vs 1987 billion had s reuter billion from s some an it after trading which which vs its then of number were vs more 12 40 that united said of come of congress government 3 paid were vs that given texas its of said company of an a but mine revs trade vs its then of 3 not given european said 4 billion vs its of said company of pct dlrs
3,0.97932,3,the in of of even of and debt stocks it come of of could of of department loss for today 3 of of of shr mln at but div international plans is 1 u in british of 2 said they gross it in market bought acquisition of shr u of agreement before should unit of but div international and of vs 000 7 dlrs dlr 000 april 0 operations was of they said of vs 7 billion do 000 april 0 several it in 2 international and were total s operations was in 19 09 4 900 s it in british rate in this domestic until international revs is and of vs 000 7 from 71 000 april 0 operations was exchange british rate well said of vs 7 from restructuring 000 april 0 several international and billion of s its from received s 000 of of of strike export week operating by div of be in recent of of report of it systems is said in of recent but until net mln in this west as which expect of dollars loan month foreign of of of each and basis of quarter of dollars a after with are pay have 2 1 of which before of dollars of mln of mln in them of of of be of cts of of dollars of be in of of most 44 group reporters or office of of for of said situation of of dollars in of 62 for situation of of 3 of of of 3 of of shr of of 25 or french 9 from expect of 24 of dollars loan of said shr from profits or a in compared analysts of of i 3 start measures said of mln a for capital forecast well or of of loss stock or not of agreement have 09 ltd now of by 1 u in british of 2 now a expects rate of agreement in of 2 11 federal of of of report oil of chemical a in of 3 held of be in of 99 situation of when a not of and of a in of of of for situation 24 of of of 3 of of for situation of of day oil of a in compared analysts real of likely of a another a exchange general of of at of 3 long by 1 5 of of dollars with by pay in this mln 1 5 of countries market of said 22 dollars of dollars of bank such may april of of other 24 of dollars pct dlrs
3,0.991847,3,the lt 500 year reuter inc consumers an of of reuter banking of 1987 dlrs of of reuter from of of pct dlrs
3,0.981575,3,the lt ct year reuter 64 year an because trade vs reuter all which vs may of were vs reuter of dlrs vs pct dlrs
20,0.439374,19,the payable of of of of of he of it of 3 of 26 said in of very of a at annual and of take however for 49 of industry week operating of of in offers said in of york consider period in annual mln in of states 1986 will commodity loss of not of yen a payable billion 4 is situation february in of of of by 25 cts 50 balance it for wheat situation february yen with in of net mln last of mln in of control 1986 of period for february yen january of a in secretary 8 said expected of of of week for working close that of by in december 8 control 1986 bank cash of said of european cocoa pct dlrs
4,0.989559,4,the of up mln 1 house of previously of of profit it not seek of in this mln of of of of term figure 4 from which of of 3 of of of common for of said 65 of of it of of of of 3 of of of cts in of 7 of of for of opec by of term figure of of common of of mln in reserve of at of and of a in term figure of said in of shares pct dlrs
3,0.980608,3,the lt company 16 year reuter they against year an company of of reuter they of of 1987 dlrs of of reuter which of of pct dlrs
19,0.97806,20,the in of of february said situation with in of has committee short possible sell international and also of is its also of is have 30 of with in of of first said of of made oil of financial of is said in futures of it 3 of association by first oil of a sold in 8 said bank's mln for rose said before vs made said short november u savings it united are 30 have 30 in economy february said situation u also of is pct dlrs
4,0.980873,3,the of of of profit mln at world it's for buying state said inc institute it expects income 0 previously said in recent oper 10 think and vice said ltd price 16 1 mln expects institute of in of and based inc of said for 0 said index 10 said of of with not of first said before 000 of of mln in 58 march will of department more revs off here in ended said 7 of said for sell 20 it with deal production is said in recent oper 10 in this six by 1 as 50 of and continuing of of of cts for despite executive pct dlrs
3,0.537868,16,the of come of could said of mln at of of could most holding for of vs end reduce of of said for war of it of of war profit said of another in this mln of of cts turnover it price after was of under a only 200 pct dlrs
4,0.986139,4,the concern of come of of said 46 of of his mln net cts respectively and reserve of on oper tonnes said of of profit with dealers 000 expects net mln in of of said in 20 78 tonnes net firm field 5 selling of total 4 is said of of of oper tonnes of of mln net march based quarter 3 following rates of tonnes net mln in 20 3 of 58 he of with of of of of than foreign after pct dlrs
4,0.99861,4,the of of up mln 1 each and of and not of of annual value be of 3 could profit more in this at world 3 at due better of in include 11 of mln a for increases was in since 3 co minister by 1 of for demand 4 is finance a of 3 by 1 of was of western profit march enough within said in this a director that prior dlr in of government value and nations rates said of of oper tonnes it for of said production 000 april 0 a agreed for of some was for of marks said union 000 3 inc oper 0 said in of of this in prior dlr of include of basis soviet what any pct dlrs
3,0.932873,3,the lt from of 000 reuter 900 year an issued were vs reuter august billion vs 1987 from dlrs s reuter from billion s rise down lt dlrs economic 000 reuter billion london 000 an of dlrs vs reuter of new vs 1987 dlrs trade s reuter dlrs 4 s some after of estimated 3 rise down trading inc pay more 12 planned said countries dlrs vs 000 7 dealers year for 0 it energy long of united a in british rate said not due a of of could but of of press an be 17 year for 0 it support a of of of of that development foreign after u also dlrs s 000 shr this mln u for ltd pct dlrs
3,0.959816,3,the lt industrial year reuter reserves year an billion of on reuter dlrs of on may shareholders from vs reuter sources also vs 16 down lt today's year reuter account year an 4 of on reuter 4 of on may industrial were vs reuter francs trade vs pct dlrs
1,0.998226,1,the see as of sharp said has would national of ministry on been its in but 18 spending shr proposals prior from and after london spending believe in has would seven time mln in time mln income national may and see it in record spending futures and completed on been 3 may it believe a in after london spending futures and of on been rose bpd of it in but 18 spending rose from of signed been in time mln pct dlrs
3,0.99552,3,the lt company inc end reuter they 500 year an company dlrs new vs reuter they of on 1987 industrial were vs reuter n dlrs vs 2 lt company billion 18 000 reuter company billion businesses 000 an company trade which vs reuter company had also vs 1987 of dlrs vs reuter of billion vs some now related index state of but 2 trading inc pay 40 said from billion vs 000 pct dlrs
16,0.890234,16,the in of drop loans could intervention of with of a of as sales of markets here in of 3 of by of of in of with in of for of official mln net mln in of said in of 27 these of continue in shareholders on these of of u of in of of u government's of of last for washington four and of in negotiations reporters he will commodity a in around of said off net mln last 25 u of of and in december management said in point on these of shr of britain one through and of 3 1 he will period said of it no avg in official mln of he 1986 of 60 of loss for plc said in of loss 1 he will seen and of a large its group fell of as for of on these of a of for of feet these most with of president amount for of feet these 42 with of a capacity 3 for of of 42 net mln in of 3 of a shr inc of u of of four in of u 1986 a of in of loss for of share sales loan with 9 can said at figure currency in 31 said dollar 14 not of of u of period that in 46 of said in of de in of cts of net mln are 150 u turnover and will approval be of price last are cts west supply of here in of of corp produced oil of a not of 3 of a for of 55 with in of of that than economic last in official mln are of u no before of its in buffer of pct dlrs
3,0.999182,3,the 24 of up mln 1 he further for company its taking report 3 for scheduled proposal a an div it in 2 gain dollar dlr after sale and of loan effective a at of of 3 of most it in 2 gain dollar dlr but 24 domestic an div said private had vs 000 in this mln 1 of deposits a at of of of think ago 1 mln well said at group of 3 of most of pay profit or 1986 of 1 mln at of or of in gatt shr he of of said at sold 2 well pct dlrs
4,0.996398,4,the of of among profit mln 1 approval at reserve said of of 32 profit for company's said of of up 6 of of of among mln 1 past billion of on tonnes said at oper 10 and of of a of was in united pct dlrs
3,0.997417,3,the of of there due of company's of of 59 div present for government's 31 26 due this it's at 15 of state said paid 4 year think price because and buy said ltd price from pct dlrs
3,0.995111,3,the lt they corp year reuter merger an they of on reuter company number on 1987 also of on reuter which of on rise down lt company inc consumers reuter company 17 year an company of on reuter company of on 1987 any were vs reuter economic dlrs vs some sold 43 cts of of 45 added pct dlrs
4,0.998929,4,the of of mln 1 41 for of note and gold at of of 95 could company's and of 45 profit nil oil of 1 mln of of share but may said because vs 000 3 of before produced of mln in united cts management said for while opec and of germany said at white of 9 profits vs 000 a an sugar likely and will of or in of of discontinued was may said of vs 000 3 of of could was may said again vs 000 pct dlrs
3,0.986907,3,the use proposed against year reuter against year 19 debt than economic ltd if 23 pct dlrs
37,0.46372,42,the of of of and of period said make 3 of of a in season secretary real are 2 cts yesterday and just however press with for of february other 60 for technology be european of mln in technology of however areas be 1988 been and economic profits been are 2 we for total 92 nine a 60 and countries of been are states yen in of of and of been its have 09 of from before been in technology many by in of said have 09 gas per oil of for of senior that rose 60 shr u west currently markets and financial already said for of unit general in technology mln by of their yesterday and of revs on been are 2 we for of also of a but cts of of and first of financial for public said of their of its of of of 3 of first of cts two provide be in of by in of said of cts for be large said group 63 of pct dlrs
18,0.961834,18,the in industries said of a 46 of of of stake of during investment new from is a in five and of than and of new 4 is gas other with in crude pay for 2 11 in of near financing mln per share of new dlrs is a in five and of if last share of new had is 2 that 2 in of surplus or of for show of and includes 300 of in 100 near financing cts sale and of of includes surplus it than be in 31 said are five pct dlrs
3,0.999455,3,the major lt shareholders year reuter sources year major an of of reuter of of 1987 shareholders new vs reuter any from vs 16 down major lt dealers year reuter industrial year major an from of of reuter billion of of 1987 francs were vs reuter private billion vs some major an position 12 b said of of 000 reuter of of 000 it estimated 3 from of of 000 reuter billion of of 000 it 16 down some 2 unit well of and related support a of of cents 54 inc exchange pct dlrs
32,0.578141,32,the for back board said in there conditions of of of as sales of soviet of loss force cts for of includes of spokesman said in of mln in negotiations september with in outstanding shr of qtly tender as sales in of hold 10 3 in of a shr in hold 10 life states south and gold of more in record there lead it in rights of that members dividend stock mln in of it in extraordinary said in market lead cts dollar of hold 10 life of of as sales of and south free of 28 in of federal group yet of inflation of said in market later in spokesman mln department of said in of point discount 3 of bond 87 share of in market note be in of said are five in board cts sale and 31 that of pct dlrs
3,0.959434,3,the use proposed had from billion year reuter 16 year 19 debt prior dlrs ltd march 1985 some sold 43 of 3 work second up pct dlrs
3,0.938656,3,the of line of agreements due mln at of of state shipping he will gas other at led dealers year april 0 3 over will of gas of was in public rate said after in this shr of in of its 23 year and dealers year are record rate mln 1 fall 1986 of insurance funds in of 5 equipment in this mln in of it in of u between 1 5 1986 will of for of 1 share of 3 of of he of of gas of other of pct dlrs
4,0.80647,4,the of one 3 june rising added mln 1 as imports and reserve rates said of 45 of one 3 conditions june of it 9 4 27 on 000 cents what from 1 mln in of of share of figures with 2 31 said meeting s of options said conditions june 3 received on treasury said one of 3 conditions june of of mln 1 french field consider james a no said in of pct dlrs
3,0.997986,3,the major lt they sources year reuter company additional year major an they of on reuter company from of on 1987 because dlrs vs reuter shareholders trade vs shrs earnings dlrs of of reuter dlrs of of some but an position of on end 12 european pct dlrs
28,0.698488,13,the of seven chairman tender long high time he of in of said of of of of shr share sales of its in of of currency of stg of 3 of for of said so of of be in compared analysts another of 3 of of of in of said rates of from profits on of month for opec and of of of of beef of by of of 32 of increased news of of of of more avg said of be currencies plan share half completed is said in of of pct dlrs
10,0.968301,10,the of cts domestic and bank house before on been said 96 both with at of sell its for 46 of of previous mln in reserve of of financial of 000 for 92 industries 3 of it of of program u sale and will of it of a march foreign on been a prior barrels on 3 a what dlr on been stock mln pct dlrs
2,0.861542,2,the in of during statement of of worth on been said of of with at news sell that range shares fell mln in securities u it price manufacturing 3 of production on been said who of one with of 000 production on been said of of coffee ec of with of 3 were on been said of of of of with of 000 rates april 92 of of one of oil of with in of reserve said of of 3 held statement of in shares of of revs 000 month of of 3 of free price manufacturing of markets and of 000 april 92 of pct dlrs
1,0.999742,1,the in program same said for while of program discount of cts 1986 press between currencies of of their days or areas of of or of 3 25 cts 1986 repurchase during due a program in of strike of mln in see fund security of of strike of said of loss holdings currencies over of of loss canada 99 cuts loss stock over 99 program 3 against of loss canada 99 agreed of agricultural of net mln their days share of and reserves is said of now its production is a of 3 gas due share revenue in even said of of and average of mln due a seven investment a exchange and also also is said in of rose due its dealers is a of net mln not 35 from 4 s of court said program u chemical be of 7 of a during of of 2 3 for wheat from 4 vs been u of of be of net mln three late and certain was in gatt of was of of other in of net fed it quarter due a program their not of of that of 34 said 7 of and of 3 for of said action net fed in of and of that program years in market see open way security of of for of and in includes of soybean of program commission net mln in three share yen gave due and against and 17 is its meeting is was in of said program 3 cuts a in weeks response should no produced of of of of interest of and program 3 cuts their net mln that of strike of of of mln see of and will of of a program west 1 13 bpd its in of last 1 years national program supplies cts areas of 2 saudi january told of in after executive said of vs been 1 of will of of of mln pct dlrs
4,0.975212,4,the of of profit mln 6 ec american up as 75 at from 27 on of tonnes for joint is tax and for government of said 6 ec of of profit 6 of of profit 3 6 of of profit in this mln a of was in council rates today ec american of bank of its at world pct dlrs
4,0.999916,4,the of up mln 1 41 for probably said of and gold at so of most of of added and of another it 9 statistics vs 000 has would 1 mln of said in council of that of said for of note shr cts under a march loss management said at changes annual of share long by 1 5 gold 17 securities reporters of of added u inc said in central turnover it of pct dlrs
3,0.949533,3,the lt additional year an from dlrs vs reuter of on rise down lt of year an billion of on reuter billion profits on some this of and 10 of a what pct dlrs
4,0.999992,4,the of western m profit mln 1 march of of vs 000 said next said of of profit between said in of note and will bill be act government profit 6 has in of way mln at stores 5 of that in senior said in ended that of american of 3 at next m of of mln 1 cts two of in provision 34 said in of of figure and terms in still of french of of billion index 10 3 comment billion agency war pct dlrs
4,0.992252,4,the of among profit mln 1 cts 52 of by over special and in united said rates at income tonnes it 9 all vs 000 of export 3 start measures of of of of reagan and of in group of of a in outstanding it in rise avg gain only growth of of from of on 000 that may said were of on 000 pct dlrs
19,0.997989,19,the terms chairman of of mln in pay as 48 it while of help and higher acquire that co current a 55 was interest note have five a approved a approved soon another capacity expected in has would 3 president amount imports and of and 47 mths current financial interest f record already of 5 1986 change action of late while help 5 higher last week 700 in late share sales of a approved in offer investment and for ltd funds we in lower are like of in without lower of pct dlrs
4,0.999931,4,the in 100 since 3 co minister of cts of it following since of of a of was not of but cost be of taken of of and higher agreement of up of of be of of mln 28 in of of for most said of of government added with inc less previously for also also is finance a of 1 share result a by of its of government profit for of of due contract below shr 75 1 not almost that for of said in tonnes of of bill a director for this of be of data industrial vs 000 a for next respectively of be of of of profit was result its of 3 making for of said in of and based of 10 of of government food profit bill of 16 is said of conference and not of increases in of plan move 1986 and will of mln in of u of quota of 3 group need was of food oil consider of ministers of interest of loss 5 will of be in 100 since of inc of mln of of two oil of quota of 3 of share officials of of said at of of said in of a in of it in industrial vs end little respectively for of official of by of currency only for most said of could said 83 share sales of be of of 3 u of was in of in official six by of i of of share sales of be in of of for of official mln in of share move it caused for response avg unit loss management said not of of in official mln of share of was in way 3 share of of quarter currency by pay and in of said fiscal of of cts 1986 in executive said for of of of a of was in of cost net mln for of official of by high below share of in next respectively it of last six told share of and issue was of loss for of said commission in of of of and 36 that at of of pct dlrs
36,0.984867,4,the in into 8 he might of of gulf opec of in analyst of at much 3 record above of in full said terms mln 1 mln 8 export of of with for board was of of terms chairman of payment of a october two of in balance it of of 3 of and in output of be today should said of of spokesman mln of of much policy are 2 cts under and of in of demand had s of 14 of purchases firm prices be corp s of its for of revs s cts two yesterday of in full mln payment of move in into 8 and selling of of were 4 s of although said split might pct dlrs
3,0.977535,3,the major lt did year reuter shareholders year major an from of of reuter of of 1987 of of reuter of of 16 down major lt august year reuter exploration year major an billion of of reuter from of of 1987 from of of reuter of of some 19 2 position div its then report said shareholders year april 0 a in rate 3 any year april 0 a in 2 pct dlrs
11,0.999727,11,the delivery mln 1 5 small of news of that no remain japan of continue of 3 of a for wheat of and policies statement rising of in has would of of and at money delivery long in of said news of that no effect those 3 non through have five for back it banks of 3 gulf official week operating net mln in market say u of and although about stg delivery 3 at statement rising in of about credit 400 for ltd 1985 were s has would 000 have 2 prices its revs standard s a exchange a dollar delivery yen news charge that no from expect japan through 3 of years said has would of of 3 of told of in late he result revenues fiscal about credit are 2 of was by said in has would in official mln october cts of delivery and basis at money of loss for year's said of at about policy was in of shr international and billion industrial s has would 000 a in 15 corp avg said after its from 18 s a in 2 11 federal pct dlrs
4,0.999469,4,the 6 of government intervention mln 1 holding for probably that than shareholders its of products western added management said in of concern government does for of cost it of up 6 of of and 33 in of 20 january of 5 gold of non white and of of negotiations c concern of of and of period 3 certain of was political it of management said in this mln of 1 of of loss and in of said interest of 3 in of said interest 20 of two mln for has would 100 steel share of for of be of it of of of of profit 6 of 3 for seeking of and of of its of at sell 20 it of 1 two mln in steel of and of of and bills of was of caused energy of and of that range of up not concern government member be of of of 3 of data interest 20 it of and saying total 000 april 0 its costs 000 april 0 january plant cocoa oil of have 30 of mln 1 of period agreement of of it of more of statistics is said of of was for completed dlr end 7 of vs end sell 20 by of than sources that range of imports and of at sell 20 soviet than dlr of of increase fed of such saying total end for 0 20 it of of of pct dlrs
23,0.678382,16,the of of added cts of at of of a of president amount are prior sale and term loan days not of official mln in of season of share set figure said 9 joint on been last u loan with 9 can by a dollar official of of mln of mln of issues 1 5 industries letter canada and of in 42 net mln 25 cts for of in this he gold in of shr french of of produced reported at turnover of pct dlrs
